age,annual_income,country,device_type,traffic_source,campaign_type,pages_visited,session_duration,email_opens,email_clicks,previous_purchases,days_since_last_visit,discount_offered,ad_spend,converted
45,74500.0,Canada,Desktop,Google,Product Launch,13,698.0,1,0,2,27.0,0,32.33,0
39,94982.0,Australia,Mobile,TikTok,Retargeting,5,162.0,4,2,1,2.0,0,7.76,1
51,82496.0,USA,Mobile,Instagram,Retargeting,4,150.0,1,1,2,0.0,0,9.47,1
54,80799.0,Canada,Mobile,Instagram,Retargeting,7,559.0,3,2,0,6.0,5,11.66,1
40,97733.0,USA,Mobile,Email,Brand Awareness,6,189.0,2,0,1,0.0,0,11.53,0
22,75494.0,Australia,Mobile,Email,Newsletter,9,377.0,10,6,0,0.0,10,14.32,1
44,46669.0,USA,Mobile,Facebook,Discount,6,364.0,1,0,2,12.0,10,10.86,1
69,53742.0,USA,Mobile,Instagram,Brand Awareness,7,151.0,2,0,0,41.0,0,13.15,0
67,67358.0,USA,Desktop,TikTok,Brand Awareness,4,422.0,2,0,2,40.0,25,7.24,1
44,96728.0,USA,Desktop,Google,Discount,7,645.0,1,0,2,11.0,5,6.76,1
44,60050.0,USA,Tablet,Instagram,Retargeting,6,20.0,0,0,2,36.0,15,15.79,1
36,66435.0,USA,Mobile,Google,Brand Awareness,10,739.0,2,1,1,8.0,15,27.12,1
34,101697.0,USA,Tablet,Email,Discount,5,10.0,4,1,0,42.0,15,17.36,0
54,106836.0,USA,Desktop,TikTok,Product Launch,3,308.0,2,0,2,17.0,0,8.51,0
63,41454.0,USA,Mobile,Google,Discount,1,15.0,3,2,0,0.0,10,6.83,1
40,46930.0,USA,Mobile,Instagram,Retargeting,8,446.0,1,1,0,10.0,15,6.33,0
52,69285.0,Canada,Tablet,Instagram,Newsletter,1,10.0,4,2,0,0.0,10,6.5,1
47,75431.0,Australia,Mobile,TikTok,Discount,3,10.0,3,1,0,7.0,5,8.42,0
41,60122.0,USA,Mobile,TikTok,Discount,4,207.0,0,0,0,23.0,0,12.02,0
45,39408.0,USA,Tablet,Instagram,Discount,5,183.0,0,0,3,0.0,20,2.6,1
32,122212.0,USA,Mobile,TikTok,Newsletter,5,179.0,2,0,1,27.0,10,8.96,0
56,81310.0,Canada,Mobile,Email,Retargeting,7,106.0,3,0,1,3.0,5,5.2,0
58,106350.0,USA,Desktop,Google,Newsletter,6,595.0,2,0,0,49.0,10,21.07,0
41,91742.0,USA,Desktop,Referral,Newsletter,7,290.0,3,1,3,0.0,25,30.02,1
33,87176.0,USA,Mobile,Referral,Brand Awareness,4,129.0,2,0,0,17.0,15,26.2,0
20,34447.0,USA,Mobile,Facebook,Retargeting,11,752.0,3,2,1,34.0,0,12.97,1
26,81579.0,USA,Mobile,Google,Newsletter,3,10.0,4,1,0,12.0,0,9.31,0
65,77741.0,USA,Mobile,Instagram,Retargeting,11,771.0,4,4,0,16.0,0,18.71,1
26,77263.0,USA,Mobile,Google,Product Launch,10,358.0,0,0,0,23.0,15,7.34,0
63,56801.0,USA,Desktop,Referral,Brand Awareness,7,535.0,2,0,1,10.0,5,7.13,1
26,45913.0,UK,Mobile,Google,Product Launch,1,10.0,4,2,0,0.0,0,8.48,1
38,75079.0,USA,Desktop,Facebook,Newsletter,5,487.0,0,0,0,22.0,15,3.47,0
37,88615.0,USA,Mobile,TikTok,Discount,3,238.0,1,0,0,66.0,5,14.65,0
52,96952.0,USA,Mobile,Email,Discount,7,302.0,2,1,1,0.0,15,21.12,0
49,78170.0,USA,Mobile,Instagram,Newsletter,4,10.0,2,2,0,1.0,20,25.49,0
53,34336.0,UK,Tablet,Email,Product Launch,5,172.0,4,2,0,42.0,0,5.26,0
51,65387.0,USA,Mobile,Facebook,Retargeting,6,326.0,2,2,0,0.0,15,36.45,0
51,62080.0,USA,Desktop,Facebook,Retargeting,4,453.0,1,0,2,0.0,15,7.75,1
61,57238.0,Canada,Mobile,Email,Product Launch,2,280.0,4,0,0,17.0,15,6.36,0
56,45853.0,Australia,Mobile,Google,Product Launch,1,10.0,2,0,0,41.0,0,6.21,0
32,86957.0,Canada,Mobile,TikTok,Brand Awareness,6,303.0,1,0,1,10.0,10,20.13,1
24,57227.0,Canada,Mobile,Google,Brand Awareness,9,315.0,2,1,0,12.0,15,30.06,0
49,75028.0,Australia,Mobile,TikTok,Product Launch,3,277.0,2,1,1,6.0,5,3.35,0
32,85511.0,USA,Mobile,Referral,Newsletter,6,283.0,3,1,0,3.0,0,13.1,0
62,54870.0,USA,Tablet,TikTok,Retargeting,7,484.0,2,1,1,0.0,0,56.37,1
50,65938.0,UK,Mobile,Referral,Newsletter,3,285.0,3,0,1,48.0,10,3.77,1
30,57991.0,UK,Mobile,Email,Brand Awareness,5,236.0,3,1,0,15.0,20,16.37,0
61,98797.0,USA,Mobile,Email,Retargeting,11,575.0,8,4,1,9.0,0,14.28,1
29,55959.0,USA,Mobile,Google,Discount,3,10.0,2,0,2,23.0,15,7.7,0
54,37924.0,USA,Mobile,Referral,Brand Awareness,9,487.0,1,1,1,3.0,15,6.75,1
51,94268.0,Canada,Mobile,Referral,Discount,7,480.0,1,0,1,42.0,10,33.23,0
27,25000.0,USA,Desktop,Instagram,Retargeting,10,575.0,4,0,2,11.0,15,15.86,0
56,105425.0,USA,Desktop,TikTok,Retargeting,7,281.0,1,0,0,0.0,0,30.46,0
30,83956.0,USA,Mobile,Google,Brand Awareness,6,126.0,2,0,0,1.0,0,11.08,1
18,82689.0,USA,Mobile,Google,Discount,4,114.0,2,0,0,11.0,20,11.73,0
52,83456.0,UK,Mobile,Google,Newsletter,9,581.0,4,2,1,5.0,0,19.43,0
20,75911.0,Canada,Desktop,Google,Product Launch,5,631.0,2,0,2,6.0,10,1.79,1
61,83839.0,USA,Mobile,Google,Brand Awareness,4,150.0,2,1,0,10.0,0,10.45,1
20,25000.0,USA,Mobile,Facebook,Retargeting,5,209.0,4,2,1,0.0,0,8.09,1
47,65244.0,Canada,Mobile,Google,Retargeting,6,360.0,1,0,2,55.0,0,8.98,1
25,45706.0,USA,Desktop,Instagram,Product Launch,3,148.0,2,0,0,44.0,20,1.83,0
40,28551.0,USA,Mobile,Facebook,Retargeting,5,377.0,3,3,0,0.0,15,1.87,0
49,43678.0,USA,Desktop,Instagram,Discount,3,289.0,1,0,0,11.0,0,5.27,1
26,63324.0,USA,Mobile,Instagram,Retargeting,13,850.0,6,1,0,11.0,10,19.29,1
25,76476.0,USA,Desktop,Google,Product Launch,5,431.0,2,0,1,7.0,0,7.17,1
23,52617.0,UK,Mobile,Google,Retargeting,6,215.0,1,1,2,0.0,15,13.15,1
44,49443.0,Canada,Desktop,Email,Newsletter,2,89.0,3,1,2,13.0,20,3.5,0
34,103537.0,Canada,Desktop,Instagram,Brand Awareness,5,492.0,0,0,0,19.0,20,13.97,0
52,85358.0,USA,Mobile,Instagram,Newsletter,3,43.0,3,1,2,8.0,20,14.35,0
55,51002.0,USA,Tablet,Google,Newsletter,5,35.0,1,0,1,5.0,10,11.38,1
54,51320.0,Australia,Mobile,Instagram,Brand Awareness,8,500.0,1,0,1,4.0,25,8.89,0
26,73233.0,USA,Mobile,Instagram,Discount,3,187.0,3,1,0,74.0,15,3.81,0
56,89291.0,USA,Desktop,Google,Brand Awareness,5,575.0,4,2,0,19.0,10,4.23,1
40,57954.0,Canada,Mobile,Instagram,Discount,3,38.0,0,0,3,0.0,5,23.99,0
69,67300.0,USA,Desktop,Google,Brand Awareness,1,43.0,0,0,0,126.0,0,6.26,0
68,90676.0,Canada,Mobile,Google,Discount,3,10.0,2,1,2,0.0,0,7.48,0
55,35235.0,Australia,Mobile,Instagram,Product Launch,8,455.0,3,0,1,11.0,25,21.69,1
60,72563.0,UK,Desktop,TikTok,Brand Awareness,7,711.0,2,1,0,40.0,25,12.37,1
69,64255.0,USA,Desktop,Facebook,Retargeting,9,638.0,3,0,1,15.0,15,9.32,1
64,46357.0,USA,Mobile,Facebook,Retargeting,6,601.0,1,0,0,24.0,5,12.62,1
67,74003.0,UK,Mobile,TikTok,Discount,2,29.0,2,2,1,7.0,10,9.73,0
48,87341.0,USA,Mobile,Google,Retargeting,12,830.0,1,0,1,27.0,5,3.17,1
57,61963.0,UK,Desktop,TikTok,Discount,10,662.0,4,2,1,4.0,10,14.63,0
58,57000.0,UK,Desktop,Instagram,Brand Awareness,12,428.0,0,0,0,7.0,20,10.82,1
39,99017.0,USA,Desktop,Facebook,Retargeting,11,731.0,5,2,0,1.0,20,19.26,1
44,73442.0,USA,Desktop,TikTok,Brand Awareness,3,482.0,1,1,0,11.0,0,3.8,1
62,49941.0,UK,Tablet,Referral,Retargeting,10,532.0,3,1,1,7.0,20,8.63,1
38,75979.0,Australia,Mobile,Google,Product Launch,3,357.0,1,0,1,0.0,10,14.42,0
61,85620.0,Canada,Desktop,Google,Discount,6,309.0,2,0,1,35.0,10,12.77,0
57,65742.0,USA,Desktop,Google,Newsletter,3,271.0,1,0,3,40.0,20,9.5,0
38,28583.0,USA,Tablet,Facebook,Discount,6,352.0,1,1,0,21.0,5,5.51,0
46,56894.0,USA,Desktop,TikTok,Brand Awareness,7,593.0,0,0,0,21.0,15,11.26,0
45,44885.0,USA,Mobile,Google,Retargeting,11,544.0,4,1,1,49.0,0,26.07,1
34,104782.0,UK,Desktop,Referral,Brand Awareness,7,346.0,1,0,0,5.0,0,18.11,0
22,52777.0,USA,Desktop,Google,Discount,4,249.0,1,0,1,0.0,10,3.45,1
50,109569.0,USA,Desktop,Google,Newsletter,10,578.0,3,1,1,0.0,10,15.23,1
57,70861.0,Canada,Mobile,Google,Retargeting,9,676.0,2,0,1,72.0,15,13.6,0
68,71865.0,USA,Desktop,TikTok,Discount,5,475.0,1,0,0,21.0,15,22.73,0
62,75972.0,Canada,Mobile,Instagram,Product Launch,12,541.0,0,0,1,18.0,10,25.34,0
21,106429.0,USA,Mobile,Google,Newsletter,4,155.0,1,0,1,43.0,15,5.51,0
27,46435.0,USA,Mobile,Google,Product Launch,3,39.0,2,0,0,138.0,10,6.15,0
37,60959.0,USA,Mobile,Facebook,Product Launch,1,10.0,1,1,0,32.0,10,11.36,0
51,63448.0,USA,Mobile,Referral,Newsletter,4,10.0,2,1,0,66.0,25,14.3,0
49,78256.0,USA,Mobile,Facebook,Brand Awareness,3,102.0,2,1,0,38.0,20,3.35,0
56,57174.0,USA,Mobile,Facebook,Brand Awareness,9,349.0,1,0,2,5.0,15,28.18,1
65,73273.0,USA,Desktop,TikTok,Discount,11,809.0,0,0,1,3.0,10,12.81,1
53,89651.0,USA,Desktop,TikTok,Discount,7,223.0,4,3,1,6.0,0,4.08,1
38,61343.0,USA,Mobile,Instagram,Product Launch,1,10.0,3,1,2,0.0,0,8.43,0
68,99310.0,USA,Desktop,Email,Discount,7,333.0,4,2,0,1.0,5,13.8,1
28,69804.0,USA,Desktop,Instagram,Discount,2,296.0,0,0,0,2.0,20,11.05,0
32,66886.0,Canada,Mobile,Google,Newsletter,6,245.0,3,1,2,6.0,0,8.67,1
27,84799.0,Australia,Desktop,Email,Product Launch,2,311.0,2,1,1,0.0,5,12.09,0
42,63402.0,USA,Tablet,Email,Newsletter,6,451.0,7,5,1,17.0,0,7.67,0
42,80765.0,UK,Mobile,Email,Newsletter,4,296.0,4,2,0,15.0,0,4.46,1
61,57146.0,USA,Mobile,Instagram,Discount,4,162.0,0,0,1,15.0,0,5.51,1
35,43858.0,USA,Mobile,TikTok,Product Launch,3,14.0,2,0,0,49.0,0,8.85,0
28,77614.0,USA,Mobile,Instagram,Retargeting,2,10.0,1,0,0,0.0,0,3.98,0
20,86612.0,USA,Mobile,Google,Product Launch,7,345.0,0,0,0,97.0,15,3.07,0
34,68998.0,USA,Desktop,Email,Discount,11,667.0,7,5,1,11.0,0,46.91,1
31,89612.0,USA,Mobile,Email,Discount,6,280.0,5,3,0,31.0,5,33.22,0
66,61022.0,USA,Mobile,Google,Discount,5,166.0,2,0,0,61.0,0,21.14,0
67,117651.0,USA,Mobile,TikTok,Brand Awareness,6,213.0,1,0,2,0.0,10,12.97,0
42,64573.0,Australia,Mobile,Referral,Discount,8,507.0,2,2,2,0.0,15,10.1,1
39,81973.0,USA,Tablet,Google,Discount,8,379.0,2,0,0,2.0,0,7.84,0
56,69416.0,USA,Mobile,Google,Brand Awareness,8,850.0,1,0,0,21.0,25,4.3,1
39,67197.0,USA,Desktop,Instagram,Discount,3,198.0,2,1,1,10.0,0,12.9,1
52,51003.0,USA,Mobile,Referral,Product Launch,8,386.0,1,0,1,45.0,15,3.45,1
29,101363.0,USA,Tablet,Facebook,Brand Awareness,4,151.0,3,1,0,7.0,10,7.1,0
58,66889.0,USA,Mobile,TikTok,Newsletter,2,195.0,3,0,1,3.0,25,15.45,0
38,56957.0,USA,Mobile,Google,Retargeting,6,157.0,1,1,0,19.0,20,41.22,1
47,95866.0,USA,Mobile,Google,Newsletter,2,11.0,3,0,0,4.0,0,16.81,0
47,94047.0,Australia,Mobile,Facebook,Discount,2,145.0,2,0,2,75.0,5,7.21,0
69,55858.0,USA,Tablet,TikTok,Retargeting,4,334.0,4,0,2,2.0,0,15.51,1
27,86029.0,USA,Mobile,Referral,Newsletter,10,647.0,6,1,2,11.0,15,5.67,1
66,96712.0,UK,Mobile,Facebook,Retargeting,7,406.0,3,1,0,4.0,5,19.81,0
48,76371.0,USA,Desktop,Google,Newsletter,5,402.0,3,1,1,0.0,5,29.9,1
23,43846.0,Canada,Mobile,Google,Newsletter,4,162.0,1,1,1,5.0,0,18.93,1
61,70422.0,USA,Tablet,Facebook,Newsletter,7,372.0,2,0,0,51.0,15,6.84,0
19,55653.0,Canada,Mobile,Instagram,Brand Awareness,5,10.0,1,1,0,33.0,0,8.08,0
41,44728.0,UK,Mobile,Google,Discount,6,405.0,0,0,2,14.0,20,11.04,1
39,76795.0,Canada,Mobile,Facebook,Brand Awareness,2,73.0,3,2,1,47.0,20,2.59,0
28,86298.0,USA,Mobile,Email,Retargeting,10,583.0,6,2,0,1.0,5,3.5,0
63,25000.0,UK,Mobile,Instagram,Product Launch,4,173.0,1,0,1,170.0,0,6.05,0
35,62961.0,UK,Mobile,Facebook,Newsletter,4,423.0,3,0,0,12.0,10,27.19,0
27,52686.0,Canada,Mobile,Instagram,Product Launch,5,429.0,0,0,0,3.0,15,4.17,1
67,80185.0,USA,Desktop,Facebook,Discount,2,10.0,1,0,1,23.0,0,15.19,1
45,58612.0,USA,Desktop,Google,Discount,4,273.0,2,0,0,9.0,20,13.94,1
49,41097.0,USA,Desktop,Google,Newsletter,6,594.0,1,0,2,0.0,20,24.1,0
38,102501.0,USA,Mobile,TikTok,Brand Awareness,6,400.0,1,0,1,53.0,0,20.59,0
61,67545.0,USA,Desktop,Facebook,Discount,4,132.0,2,0,0,2.0,10,19.08,0
33,101102.0,USA,Desktop,Google,Brand Awareness,5,268.0,0,0,0,48.0,15,15.31,0
63,76131.0,Australia,Mobile,Google,Retargeting,5,193.0,4,1,0,6.0,0,4.52,0
47,51500.0,USA,Mobile,Referral,Product Launch,6,452.0,1,1,1,52.0,15,17.13,0
47,40036.0,Canada,Desktop,TikTok,Retargeting,3,405.0,1,1,0,2.0,10,8.46,0
38,38841.0,USA,Mobile,Instagram,Product Launch,4,164.0,0,0,2,29.0,0,15.32,1
52,64821.0,USA,Desktop,Email,Newsletter,1,24.0,6,5,0,14.0,5,13.83,1
65,74375.0,Canada,Mobile,Google,Retargeting,10,475.0,4,4,1,27.0,0,27.61,0
39,100830.0,USA,Desktop,Facebook,Brand Awareness,7,553.0,1,0,1,0.0,20,11.0,0
27,44631.0,Canada,Desktop,Email,Discount,7,666.0,2,0,0,58.0,20,4.66,0
36,73115.0,USA,Tablet,Google,Retargeting,6,148.0,4,0,1,7.0,10,21.67,1
44,88160.0,USA,Mobile,Instagram,Brand Awareness,7,203.0,3,1,1,2.0,15,34.36,1
42,101849.0,Canada,Mobile,Instagram,Retargeting,8,423.0,1,0,0,0.0,0,13.16,0
68,93085.0,USA,Desktop,TikTok,Discount,2,420.0,3,1,0,66.0,25,15.98,1
38,84965.0,USA,Tablet,Instagram,Product Launch,6,514.0,0,0,0,17.0,20,34.16,0
38,86689.0,USA,Mobile,Referral,Retargeting,9,153.0,2,2,0,18.0,15,5.21,1
47,42925.0,USA,Mobile,Google,Newsletter,2,59.0,6,2,2,0.0,25,7.65,1
22,73951.0,USA,Desktop,Referral,Retargeting,6,484.0,1,1,0,17.0,25,22.06,1
69,44460.0,UK,Desktop,Google,Brand Awareness,2,90.0,0,0,2,113.0,10,6.93,0
24,119192.0,Canada,Tablet,Facebook,Product Launch,5,295.0,2,1,0,11.0,5,5.17,0
59,93908.0,USA,Mobile,TikTok,Newsletter,1,10.0,3,1,1,6.0,20,8.76,1
63,68733.0,Australia,Desktop,Email,Retargeting,10,417.0,4,4,0,16.0,10,24.03,1
64,65119.0,Canada,Desktop,Google,Product Launch,8,523.0,3,0,0,1.0,15,17.81,0
35,65635.0,Australia,Desktop,Facebook,Discount,4,198.0,1,0,1,26.0,5,31.48,1
31,85268.0,Canada,Desktop,Facebook,Product Launch,5,199.0,2,0,0,43.0,15,11.01,0
63,65364.0,Australia,Desktop,Email,Product Launch,3,425.0,7,3,1,43.0,0,8.27,0
34,69153.0,Canada,Mobile,Instagram,Newsletter,4,237.0,3,0,0,66.0,10,3.96,0
43,52543.0,USA,Mobile,Google,Retargeting,9,118.0,4,2,0,7.0,5,13.31,0
68,84646.0,Canada,Mobile,Google,Brand Awareness,10,654.0,2,0,1,32.0,10,9.77,1
47,87182.0,USA,Desktop,Referral,Product Launch,6,457.0,2,0,0,27.0,0,2.72,1
38,49856.0,Canada,Desktop,Facebook,Product Launch,2,281.0,2,0,1,51.0,20,14.06,1
58,86736.0,USA,Mobile,Instagram,Brand Awareness,3,10.0,0,0,0,35.0,20,5.49,0
47,69097.0,UK,Mobile,Google,Brand Awareness,6,434.0,1,0,0,26.0,20,18.48,0
38,92114.0,Australia,Mobile,Email,Brand Awareness,10,217.0,3,2,1,41.0,25,1.8,0
20,94688.0,USA,Desktop,Email,Product Launch,7,472.0,1,1,0,41.0,20,11.51,0
28,61535.0,USA,Mobile,Email,Product Launch,7,288.0,3,1,0,0.0,15,21.35,1
64,86033.0,USA,Mobile,Email,Brand Awareness,8,454.0,5,2,0,8.0,15,5.94,1
58,96989.0,USA,Mobile,Instagram,Product Launch,2,286.0,2,1,1,84.0,20,2.77,0
58,45939.0,USA,Mobile,Instagram,Discount,6,264.0,1,0,0,2.0,10,10.0,0
41,73257.0,USA,Mobile,Google,Newsletter,9,444.0,3,1,1,6.0,20,9.99,1
58,49316.0,USA,Tablet,Email,Brand Awareness,4,405.0,4,2,2,27.0,10,3.92,1
61,86102.0,USA,Tablet,Google,Product Launch,5,445.0,1,0,1,0.0,0,7.39,0
24,35578.0,USA,Mobile,Instagram,Brand Awareness,4,323.0,1,0,0,6.0,5,9.07,0
54,91997.0,UK,Mobile,Facebook,Newsletter,4,353.0,2,1,0,32.0,15,4.16,0
25,64900.0,USA,Mobile,Referral,Brand Awareness,6,423.0,3,1,1,129.0,10,21.26,0
68,87133.0,USA,Desktop,Facebook,Retargeting,8,618.0,2,1,3,18.0,5,31.48,1
39,118126.0,USA,Desktop,Instagram,Discount,1,194.0,0,0,2,0.0,15,4.78,0
31,72098.0,USA,Desktop,Google,Discount,6,383.0,2,0,0,4.0,5,7.28,1
63,51227.0,USA,Tablet,TikTok,Newsletter,2,195.0,4,1,1,77.0,0,15.54,0
44,47425.0,USA,Tablet,Google,Discount,4,112.0,0,0,0,91.0,0,21.62,0
21,88637.0,Canada,Desktop,Facebook,Brand Awareness,10,489.0,3,1,0,1.0,10,14.71,0
67,43499.0,Canada,Mobile,Referral,Retargeting,8,10.0,0,0,1,5.0,25,11.39,0
21,39819.0,UK,Desktop,Email,Newsletter,5,247.0,7,2,0,31.0,0,18.99,0
19,80224.0,USA,Mobile,Email,Newsletter,6,410.0,3,1,1,18.0,20,3.92,1
57,101262.0,USA,Mobile,Instagram,Retargeting,10,801.0,4,1,1,0.0,0,1.68,1
27,79458.0,UK,Mobile,Google,Discount,5,247.0,2,2,0,3.0,15,16.52,0
58,114280.0,USA,Mobile,Instagram,Retargeting,13,781.0,3,0,0,55.0,10,3.76,1
66,100181.0,Australia,Mobile,Email,Brand Awareness,2,102.0,4,2,0,-0.0,20,12.65,0
44,90139.0,UK,Mobile,Instagram,Newsletter,3,341.0,3,1,1,18.0,10,17.57,0
58,82857.0,UK,Desktop,Instagram,Brand Awareness,3,360.0,1,0,0,50.0,10,3.34,0
43,81351.0,USA,Mobile,Google,Newsletter,7,627.0,3,1,1,40.0,15,6.2,1
53,82606.0,USA,Mobile,Google,Brand Awareness,10,472.0,4,1,0,15.0,15,8.9,0
26,95602.0,USA,Tablet,TikTok,Retargeting,7,258.0,1,0,0,28.0,15,3.38,0
44,76000.0,USA,Desktop,Email,Newsletter,4,435.0,5,1,1,5.0,25,17.49,1
27,39759.0,USA,Tablet,TikTok,Product Launch,8,706.0,0,0,2,30.0,25,10.84,1
38,34333.0,USA,Mobile,Google,Newsletter,5,291.0,7,4,1,82.0,20,3.91,1
25,48926.0,UK,Desktop,Google,Brand Awareness,5,559.0,6,3,0,12.0,15,18.56,1
48,72630.0,Canada,Tablet,Instagram,Newsletter,6,331.0,1,0,0,35.0,0,17.44,0
31,37920.0,USA,Desktop,TikTok,Newsletter,4,304.0,6,2,1,28.0,5,3.36,0
32,66752.0,USA,Desktop,Google,Newsletter,1,216.0,3,0,0,1.0,10,11.78,0
62,77668.0,UK,Mobile,Google,Discount,3,149.0,0,0,0,9.0,0,2.68,0
24,97255.0,USA,Mobile,Google,Brand Awareness,6,433.0,4,0,0,65.0,10,9.84,0
48,51320.0,USA,Mobile,Email,Brand Awareness,8,721.0,5,3,2,15.0,0,3.12,1
51,50898.0,Canada,Mobile,Instagram,Product Launch,4,138.0,0,0,2,6.0,10,16.86,0
49,43262.0,USA,Mobile,Facebook,Discount,4,254.0,1,0,0,41.0,5,13.98,0
34,44708.0,USA,Desktop,Instagram,Retargeting,7,411.0,1,1,0,68.0,0,14.47,1
69,62478.0,Canada,Mobile,TikTok,Brand Awareness,7,415.0,0,0,2,25.0,10,41.98,0
28,104150.0,USA,Mobile,Instagram,Discount,3,121.0,1,0,1,42.0,5,5.31,0
34,25000.0,USA,Desktop,TikTok,Discount,5,297.0,2,2,1,1.0,20,10.14,1
45,70761.0,UK,Desktop,Facebook,Newsletter,4,204.0,3,0,1,37.0,15,10.29,0
43,76472.0,Australia,Desktop,Google,Brand Awareness,4,443.0,1,0,1,58.0,10,3.89,0
62,101041.0,UK,Mobile,Google,Newsletter,5,38.0,1,1,1,3.0,25,20.58,1
60,98964.0,USA,Tablet,Referral,Brand Awareness,5,533.0,0,0,1,0.0,0,3.52,1
53,77603.0,USA,Desktop,Google,Retargeting,9,628.0,2,0,1,12.0,20,7.69,1
50,32677.0,USA,Desktop,Google,Brand Awareness,10,559.0,3,1,2,18.0,15,14.43,1
23,51878.0,USA,Mobile,Email,Discount,2,185.0,1,0,2,0.0,5,24.01,0
32,62187.0,USA,Mobile,Google,Retargeting,6,197.0,2,0,0,42.0,15,18.6,1
53,52642.0,Canada,Tablet,Referral,Brand Awareness,12,534.0,0,0,1,-0.0,5,20.09,1
27,86350.0,Australia,Mobile,Google,Newsletter,5,131.0,0,0,1,12.0,0,11.0,0
45,58535.0,UK,Mobile,Instagram,Retargeting,6,135.0,6,2,3,37.0,5,7.78,1
36,44790.0,Australia,Mobile,Google,Newsletter,4,305.0,7,4,1,74.0,0,8.25,0
39,68698.0,USA,Desktop,Instagram,Product Launch,3,428.0,2,0,1,2.0,0,13.78,0
34,88090.0,USA,Desktop,Referral,Discount,5,340.0,2,1,1,1.0,20,6.89,1
31,57392.0,Canada,Mobile,Facebook,Discount,3,10.0,0,0,1,16.0,10,13.56,0
24,46878.0,Australia,Mobile,TikTok,Discount,12,758.0,2,2,0,61.0,0,2.32,1
65,51914.0,UK,Mobile,Email,Retargeting,14,937.0,5,1,2,67.0,10,18.32,1
34,71519.0,Australia,Desktop,Facebook,Product Launch,7,563.0,2,0,0,28.0,20,11.2,0
61,76701.0,USA,Tablet,Instagram,Brand Awareness,3,16.0,2,0,0,8.0,20,4.67,0
30,55424.0,UK,Tablet,Referral,Newsletter,7,462.0,3,2,0,8.0,20,8.5,1
57,53328.0,USA,Mobile,Google,Brand Awareness,3,103.0,1,0,0,11.0,10,27.73,0
61,86971.0,Canada,Mobile,Google,Brand Awareness,6,413.0,0,0,0,48.0,0,20.97,0
69,119680.0,USA,Tablet,Instagram,Retargeting,7,327.0,2,1,0,0.0,0,14.43,1
26,128606.0,USA,Mobile,Email,Newsletter,1,122.0,5,1,0,3.0,0,16.38,1
52,123411.0,USA,Tablet,Referral,Brand Awareness,8,138.0,1,0,1,9.0,20,11.93,0
44,56925.0,USA,Desktop,Google,Brand Awareness,7,561.0,3,0,1,0.0,25,6.32,1
64,75375.0,Canada,Mobile,Instagram,Product Launch,6,392.0,0,0,3,3.0,10,15.69,0
57,69867.0,USA,Desktop,Email,Brand Awareness,7,305.0,2,2,1,14.0,15,12.6,1
34,61231.0,Canada,Mobile,Instagram,Newsletter,3,10.0,4,2,0,3.0,20,7.7,1
33,59679.0,USA,Tablet,Facebook,Brand Awareness,7,556.0,1,0,0,11.0,0,26.41,0
25,71685.0,Australia,Desktop,Facebook,Product Launch,3,427.0,2,0,2,0.0,25,1.81,0
27,82688.0,Canada,Desktop,Google,Retargeting,7,474.0,4,1,0,0.0,20,13.49,0
46,101541.0,UK,Mobile,Email,Product Launch,8,100.0,1,0,1,15.0,0,4.41,0
50,102017.0,Canada,Desktop,TikTok,Product Launch,2,455.0,2,0,2,0.0,5,10.57,1
67,66186.0,USA,Mobile,Facebook,Brand Awareness,2,300.0,1,0,2,9.0,0,6.22,0
39,66086.0,USA,Mobile,Referral,Newsletter,4,487.0,3,1,0,6.0,15,10.81,1
21,93116.0,UK,Desktop,Referral,Newsletter,3,352.0,0,0,2,-0.0,0,1.45,1
43,87695.0,USA,Mobile,Google,Retargeting,5,224.0,3,1,2,7.0,20,4.73,1
21,62149.0,USA,Desktop,Facebook,Retargeting,4,345.0,2,1,1,25.0,0,12.25,1
22,74069.0,USA,Desktop,Facebook,Product Launch,2,304.0,2,0,0,26.0,5,2.36,0
42,32982.0,USA,Mobile,Google,Product Launch,1,79.0,3,0,0,65.0,25,20.68,0
69,79217.0,USA,Desktop,Instagram,Brand Awareness,5,473.0,1,0,0,22.0,15,1.26,1
27,46457.0,USA,Desktop,Google,Discount,6,555.0,2,1,0,51.0,20,6.99,0
29,79456.0,USA,Mobile,Facebook,Product Launch,5,277.0,2,1,1,21.0,15,15.79,0
38,25000.0,USA,Desktop,Facebook,Brand Awareness,7,739.0,3,0,2,38.0,5,8.25,0
57,72862.0,USA,Mobile,Email,Product Launch,4,410.0,3,1,0,25.0,0,25.11,1
61,45260.0,USA,Mobile,Instagram,Newsletter,6,298.0,2,0,0,13.0,10,15.1,0
69,60280.0,USA,Mobile,Facebook,Discount,3,81.0,3,2,1,4.0,20,7.66,1
55,74366.0,USA,Mobile,Instagram,Product Launch,5,443.0,1,0,2,0.0,15,7.4,1
34,57173.0,USA,Desktop,Facebook,Brand Awareness,5,326.0,1,0,0,2.0,15,5.49,1
34,108045.0,USA,Mobile,Instagram,Discount,3,258.0,0,0,1,0.0,10,12.19,1
69,93834.0,USA,Desktop,Instagram,Newsletter,4,441.0,1,0,1,57.0,20,18.12,0
31,63652.0,UK,Mobile,Facebook,Brand Awareness,7,283.0,3,0,0,10.0,15,13.83,1
35,110183.0,UK,Desktop,Email,Discount,7,607.0,3,0,0,39.0,5,22.0,1
